0.125	5.92915e-09	1.98023e-07	0	2.4888e-10	1.22986e-07	0
0.375	6.70575e-08	3.5936e-06	0	2.12453e-09	3.49283e-07	0
0.625	8.66907e-08	1.12566e-05	0	2.09285e-09	4.23675e-07	0
0.875	1.25858e-07	1.54686e-05	0	2.57253e-09	3.82313e-07	0
1.125	1.48256e-07	1.80299e-05	0	1.0287e-09	3.0686e-07	0
1.375	1.24135e-07	1.85596e-05	0	1.47808e-09	2.49379e-07	0
1.625	9.24809e-08	1.77995e-05	0	1.33389e-09	2.82836e-07	0
1.875	8.03571e-08	1.55422e-05	0	2.06415e-09	2.33145e-07	0
2.125	7.98876e-08	1.2626e-05	0	3.24433e-10	2.23081e-07	0
2.375	4.19932e-08	1.07143e-05	0	9.82334e-10	1.84638e-07	0
2.625	2.52656e-08	8.90424e-06	0	4.82254e-10	1.20276e-07	0
2.875	2.71169e-08	6.98929e-06	0	4.84108e-10	1.24229e-07	0
3.125	3.46294e-08	5.76666e-06	0	2.64564e-10	7.78353e-08	0
3.375	2.80737e-08	4.90193e-06	0	2.67208e-10	7.53756e-08	0
3.625	3.77008e-08	4.42482e-06	0	4.30144e-10	6.89057e-08	0
3.875	2.32601e-08	3.61201e-06	0	1.17863e-09	7.16339e-08	0
4.125	1.85597e-08	2.95854e-06	0	1.08297e-09	6.56928e-08	0
4.375	3.59109e-08	2.82483e-06	0	0	5.20992e-08	0
4.625	7.10892e-09	2.23204e-06	0	0	3.82034e-08	0
4.875	2.3004e-08	1.72007e-06	0	0	2.78253e-08	0
5.125	9.11272e-09	1.31486e-06	0	0	1.1318e-08	0
5.375	6.65335e-09	1.18272e-06	0	4.51107e-10	2.43999e-08	0
5.625	5.88858e-09	9.25429e-07	0	0	5.56811e-09	0
5.875	1.10311e-08	7.72936e-07	0	0	9.50013e-09	0
6.125	6.65481e-09	6.42126e-07	0	6.06918e-10	0	0
6.375	1.43286e-08	6.53803e-07	0	0	1.80996e-10	0
6.625	4.51819e-09	3.40624e-07	0	0	1.31235e-08	0
6.875	5.77677e-09	3.65346e-07	0	0	2.49165e-08	0
7.125	2.65115e-09	2.9812e-07	0	0	9.83114e-10	0
7.375	3.42651e-09	1.47427e-07	0	0	5.57162e-10	0
7.625	2.2258e-09	2.20158e-07	0	0	4.49737e-10	0
7.875	2.28478e-09	1.08574e-07	0	0	0	0
8.125	3.3944e-09	1.5743e-07	0	0	8.17765e-10	0
8.375	6.7882e-10	6.21959e-08	0	0	0	0
8.625	5.00206e-09	7.95791e-08	0	0	0	0
8.875	1.94494e-09	6.66779e-08	0	0	2.34829e-08	0
9.125	1.4905e-09	6.10784e-08	0	0	1.27659e-09	0
9.375	2.69597e-09	6.68052e-08	0	0	0	0
9.625	9.0549e-10	5.7842e-08	0	0	1.08652e-09	0
9.875	1.53703e-09	5.99403e-08	0	0	8.31367e-10	0
10.125	2.7976e-09	5.13614e-08	0	0	8.44927e-10	0
10.375	3.1554e-09	4.56132e-08	0	0	0	0
10.625	0	4.46887e-08	0	0	0	0
10.875	0	4.83668e-08	0	0	0	0
11.125	7.16084e-10	4.75917e-08	0	0	0	0
11.375	1.50401e-09	3.86376e-08	0	1.53869e-09	7.61318e-10	0
11.625	0	4.24783e-08	0	0	7.55263e-10	0
11.875	0	4.503e-08	0	0	0	0
12.125	0	2.79346e-08	0	0	0	0
12.375	0	3.15015e-08	0	0	0	0
12.625	0	3.82733e-08	0	0	0	0
12.875	0	3.78416e-08	0	0	0	0
13.125	0	1.89264e-08	0	0	0	0
13.375	1.08082e-09	2.35441e-08	0	0	0	0
13.625	0	1.85206e-08	0	0	0	0
13.875	0	2.28531e-08	0	0	0	0
14.125	0	1.86288e-08	0	0	0	0
14.375	1.31542e-09	1.7471e-08	0	0	0	0
14.625	0	1.95061e-08	0	0	0	0
14.875	0	1.3575e-08	0	0	0	0
15.125	1.2266e-09	1.26312e-08	0	0	0	0
15.375	0	8.04561e-09	0	0	0	0
15.625	0	1.53348e-08	0	0	0	0
15.875	0	1.58957e-08	0	0	0	0
16.125	0	1.47468e-08	0	0	0	0
16.375	0	1.1299e-08	0	0	0	0
16.625	0	4.82702e-09	0	0	0	0
16.875	0	6.82292e-09	0	0	0	0
17.125	0	3.95429e-09	0	0	0	0
17.375	0	6.25531e-09	0	0	0	0
17.625	0	3.74105e-09	0	0	0	0
17.875	0	8.00535e-09	0	0	0	0
18.125	0	4.38388e-09	0	0	0	0
18.375	0	1.10463e-09	0	0	0	0
18.625	0	0	0	0	0	0
18.875	0	1.25742e-09	0	0	0	0
19.125	0	1.91342e-09	0	0	0	0
19.375	0	3.77312e-09	0	0	0	0
19.625	0	1.50103e-09	0	0	0	0
19.875	0	1.47619e-09	0	0	0	0
20.125	0	1.32491e-09	0	0	0	0
